year,geo,gender,age_group,education,employment_rate,unemployment_rate,participation_rate,education_ord
2022,Nova Scotia,Women,15 years and over,No Credential,25.3,15.2,29.9,1
2022,Ontario,Men,15 years and over,No Credential,36.4,10.7,40.8,1
2022,Ontario,Women,15 years and over,No Credential,25.6,13.2,29.5,1
2022,Prince Edward Island,Men,15 years and over,No Credential,41.3,16.7,49.6,1
2022,Prince Edward Island,Women,15 years and over,No Credential,28.9,15.2,34.0,1
2022,Quebec,Men,15 years and over,No Credential,44.1,8.5,48.2,1
2022,Quebec,Women,15 years and over,No Credential,26.9,8.6,29.4,1
2022,Saskatchewan,Men,15 years and over,No Credential,43.4,10.9,48.7,1
2022,Saskatchewan,Women,15 years and over,No Credential,33.1,9.7,36.7,1
2022,Alberta,Men,15 years and over,Certificate/Diploma,73.5,4.2,76.7,5
2022,Alberta,Women,15 years and over,Certificate/Diploma,65.9,5.2,69.5,5
2022,British Columbia,Men,15 years and over,Certificate/Diploma,68.9,4.1,71.8,5
2022,British Columbia,Women,15 years and over,Certificate/Diploma,62.0,3.4,64.3,5
2022,Manitoba,Men,15 years and over,Certificate/Diploma,72.9,3.6,75.6,5
2022,Manitoba,Women,15 years and over,Certificate/Diploma,61.5,3.8,64.0,5
2022,New Brunswick,Men,15 years and over,Certificate/Diploma,63.9,7.1,68.7,5
2022,New Brunswick,Women,15 years and over,Certificate/Diploma,59.9,5.9,63.7,5
2022,Newfoundland and Labrador,Men,15 years and over,Certificate/Diploma,59.2,13.7,68.6,5
2022,Newfoundland and Labrador,Women,15 years and over,Certificate/Diploma,56.9,8.4,62.1,5
2022,Nova Scotia,Men,15 years and over,Certificate/Diploma,64.8,6.7,69.5,5
2022,Nova Scotia,Women,15 years and over,Certificate/Diploma,56.0,5.6,59.4,5
2022,Ontario,Men,15 years and over,Certificate/Diploma,71.8,4.5,75.2,5
2022,Ontario,Women,15 years and over,Certificate/Diploma,62.4,4.9,65.6,5
2022,Prince Edward Island,Men,15 years and over,Certificate/Diploma,70.2,7.0,76.0,5
2022,Prince Edward Island,Women,15 years and over,Certificate/Diploma,59.5,5.0,63.1,5
2022,Quebec,Men,15 years and over,Certificate/Diploma,70.0,3.8,72.8,5
2022,Quebec,Women,15 years and over,Certificate/Diploma,64.9,3.0,67.0,5
2022,Saskatchewan,Men,15 years and over,Certificate/Diploma,75.1,4.2,78.4,5
2022,Saskatchewan,Women,15 years and over,Certificate/Diploma,65.2,3.2,67.3,5
2022,Alberta,Men,15 years and over,University Degree,78.2,4.7,82.0,6
2022,Alberta,Women,15 years and over,University Degree,73.3,4.2,76.5,6
2022,British Columbia,Men,15 years and over,University Degree,74.7,3.5,77.4,6
2022,British Columbia,Women,15 years and over,University Degree,72.3,4.1,75.5,6
2022,Manitoba,Men,15 years and over,University Degree,76.9,3.0,79.3,6
2022,Manitoba,Women,15 years and over,University Degree,74.4,3.0,76.7,6
2022,New Brunswick,Men,15 years and over,University Degree,71.3,4.6,74.6,6
2022,New Brunswick,Women,15 years and over,University Degree,72.3,3.6,75.0,6
2022,Newfoundland and Labrador,Men,15 years and over,University Degree,72.1,5.1,76.0,6
2022,Newfoundland and Labrador,Women,15 years and over,University Degree,74.6,4.1,77.8,6
2022,Nova Scotia,Men,15 years and over,University Degree,74.0,4.1,77.2,6
2022,Nova Scotia,Women,15 years and over,University Degree,71.9,3.6,74.6,6
2022,Ontario,Men,15 years and over,University Degree,77.0,3.8,80.1,6
2022,Ontario,Women,15 years and over,University Degree,72.2,4.5,75.6,6
2022,Prince Edward Island,Men,15 years and over,University Degree,73.7,4.3,77.0,6
2022,Prince Edward Island,Women,15 years and over,University Degree,73.6,3.9,76.6,6
2022,Quebec,Men,15 years and over,University Degree,75.5,3.1,77.9,6
2022,Quebec,Women,15 years and over,University Degree,74.8,3.1,77.2,6
2022,Saskatchewan,Men,15 years and over,University Degree,76.9,3.7,79.8,6
2022,Saskatchewan,Women,15 years and over,University Degree,75.1,2.6,77.2,6
2022,Alberta,Men,15 years and over,High School,75.5,4.2,78.8,3
2022,Alberta,Women,15 years and over,High School,67.6,4.9,71.1,3
2022,British Columbia,Men,15 years and over,High School,71.4,4.0,74.4,3
2022,British Columbia,Women,15 years and over,High School,63.3,3.4,65.5,3
2022,Manitoba,Men,15 years and over,High School,75.7,3.5,78.4,3
2022,Manitoba,Women,15 years and over,High School,64.3,4.0,66.9,3
2022,New Brunswick,Men,15 years and over,High School,68.2,6.8,73.1,3
2022,New Brunswick,Women,15 years and over,High School,61.9,5.8,65.7,3
2022,Newfoundland and Labrador,Men,15 years and over,High School,62.3,12.9,71.5,3
2022,Newfoundland and Labrador,Women,15 years and over,High School,58.4,8.1,63.5,3
2022,Nova Scotia,Men,15 years and over,High School,68.9,6.3,73.6,3
2022,Nova Scotia,Women,15 years and over,High School,59.0,5.4,62.4,3
2022,Ontario,Men,15 years and over,High School,73.8,4.4,77.2,3
2022,Ontario,Women,15 years and over,High School,63.8,4.8,67.1,3
2022,Prince Edward Island,Men,15 years and over,High School,73.2,6.8,78.5,3
2022,Prince Edward Island,Women,15 years and over,High School,61.5,5.2,64.9,3
2022,Quebec,Men,15 years and over,High School,71.7,3.6,74.4,3
2022,Quebec,Women,15 years and over,High School,66.0,3.0,68.0,3
2022,Saskatchewan,Men,15 years and over,High School,77.1,4.2,80.5,3
2022,Saskatchewan,Women,15 years and over,High School,66.5,3.1,68.6,3
2022,Alberta,Women,15 years and over,No High School,42.9,11.6,48.5,2
2022,British Columbia,Men,15 years and over,No High School,41.6,6.6,44.8,2
2022,New Brunswick,Men,15 years and over,No High School,28.8,12.2,32.8,2
2022,Newfoundland and Labrador,Men,15 years and over,No High School,32.3,25.6,43.4,2
2022,Nova Scotia,Men,15 years and over,No High School,35.6,10.0,39.5,2
2022,Ontario,Men,15 years and over,No High School,41.7,6.0,44.3,2
2022,Ontario,Women,15 years and over,No High School,30.9,7.5,33.4,2
2022,Prince Edward Island,Men,15 years and over,No High School,38.1,20.0,47.6,2
2022,Quebec,Men,15 years and over,No High School,56.7,5.5,60.0,2
2022,Quebec,Women,15 years and over,No High School,48.4,4.3,50.5,2
2023,Alberta,Men,15 years and over,Postgraduate,74.3,3.4,76.9,7
2023,Alberta,Women,15 years and over,Postgraduate,76.4,3.5,79.2,7
2023,British Columbia,Men,15 years and over,Postgraduate,74.5,4.0,77.6,7
2023,British Columbia,Women,15 years and over,Postgraduate,74.8,4.3,78.1,7
2023,Manitoba,Men,15 years and over,Postgraduate,75.7,2.4,77.6,7
2023,Manitoba,Women,15 years and over,Postgraduate,75.9,2.8,78.4,7
2023,New Brunswick,Men,15 years and over,Postgraduate,70.6,4.7,73.6,7
2023,New Brunswick,Women,15 years and over,Postgraduate,74.1,3.1,76.5,7
2023,Newfoundland and Labrador,Women,15 years and over,Postgraduate,72.0,3.6,75.3,7
2023,Nova Scotia,Men,15 years and over,Postgraduate,70.4,5.5,74.5,7
2023,Nova Scotia,Women,15 years and over,Postgraduate,74.2,3.3,76.5,7
2023,Ontario,Men,15 years and over,Postgraduate,77.2,3.5,80.0,7
2023,Ontario,Women,15 years and over,Postgraduate,74.4,4.6,78.0,7
2023,Prince Edward Island,Men,15 years and over,Postgraduate,66.7,5.6,70.6,7
2023,Quebec,Men,15 years and over,Postgraduate,74.4,3.3,77.0,7
2023,Quebec,Women,15 years and over,Postgraduate,76.0,3.8,79.0,7
2023,Saskatchewan,Men,15 years and over,Postgraduate,79.4,3.6,82.4,7
2023,Saskatchewan,Women,15 years and over,Postgraduate,77.7,3.9,80.9,7
2023,Alberta,Men,15 years and over,Post-Secondary,63.6,9.6,70.3,4
2023,Alberta,Women,15 years and over,Post-Secondary,65.1,6.0,69.3,4
2023,British Columbia,Men,15 years and over,Post-Secondary,63.1,7.1,67.9,4
2023,British Columbia,Women,15 years and over,Post-Secondary,59.8,6.4,63.8,4
2023,Manitoba,Men,15 years and over,Post-Secondary,71.0,7.2,76.5,4
2023,Manitoba,Women,15 years and over,Post-Secondary,64.9,6.9,69.8,4
2023,New Brunswick,Men,15 years and over,Post-Secondary,56.4,11.2,63.6,4
2023,New Brunswick,Women,15 years and over,Post-Secondary,54.5,6.4,59.1,4
2023,Newfoundland and Labrador,Men,15 years and over,Post-Secondary,56.3,11.8,63.8,4
2023,Newfoundland and Labrador,Women,15 years and over,Post-Secondary,57.5,9.1,63.2,4
2023,Nova Scotia,Men,15 years and over,Post-Secondary,62.8,6.3,67.0,4
2023,Nova Scotia,Women,15 years and over,Post-Secondary,54.6,7.9,58.8,4
2023,Ontario,Men,15 years and over,Post-Secondary,61.9,7.4,66.8,4
2023,Ontario,Women,15 years and over,Post-Secondary,53.9,7.2,58.1,4
2023,Prince Edward Island,Men,15 years and over,Post-Secondary,65.7,8.0,71.4,4
2023,Quebec,Men,15 years and over,Post-Secondary,65.1,5.6,69.0,4
2023,Quebec,Women,15 years and over,Post-Secondary,64.2,5.4,67.9,4
2023,Saskatchewan,Men,15 years and over,Post-Secondary,70.2,6.5,75.1,4
2023,Saskatchewan,Women,15 years and over,Post-Secondary,60.6,4.0,63.2,4
2023,Alberta,Men,15 years and over,No Credential,45.6,11.2,51.3,1
2023,Alberta,Women,15 years and over,No Credential,30.6,13.4,35.3,1
2023,British Columbia,Men,15 years and over,No Credential,39.1,9.7,43.4,1
2023,British Columbia,Women,15 years and over,No Credential,26.5,13.6,30.6,1
2023,Manitoba,Men,15 years and over,No Credential,43.5,10.2,48.5,1
2023,Manitoba,Women,15 years and over,No Credential,26.9,13.4,31.1,1
2023,New Brunswick,Men,15 years and over,No Credential,30.4,17.6,36.9,1
2023,New Brunswick,Women,15 years and over,No Credential,22.4,13.4,25.9,1
2023,Newfoundland and Labrador,Men,15 years and over,No Credential,24.6,22.1,31.6,1
2023,Newfoundland and Labrador,Women,15 years and over,No Credential,18.6,17.9,22.7,1
2023,Nova Scotia,Men,15 years and over,No Credential,35.9,13.8,41.5,1
2023,Nova Scotia,Women,15 years and over,No Credential,25.2,12.1,28.5,1
2023,Ontario,Men,15 years and over,No Credential,37.9,10.8,42.5,1
2023,Ontario,Women,15 years and over,No Credential,24.7,15.0,29.1,1
2023,Prince Edward Island,Men,15 years and over,No Credential,40.0,19.6,48.7,1
2023,Prince Edward Island,Women,15 years and over,No Credential,29.2,13.3,33.7,1
2023,Quebec,Men,15 years and over,No Credential,45.7,8.6,50.0,1
2023,Quebec,Women,15 years and over,No Credential,28.3,9.1,31.1,1
2023,Saskatchewan,Men,15 years and over,No Credential,42.7,10.4,47.6,1
2023,Saskatchewan,Women,15 years and over,No Credential,28.1,10.2,31.5,1
2023,Alberta,Men,15 years and over,Certificate/Diploma,75.3,4.0,78.5,5
2023,Alberta,Women,15 years and over,Certificate/Diploma,64.5,5.2,68.1,5
2023,British Columbia,Men,15 years and over,Certificate/Diploma,68.5,4.4,71.7,5
2023,British Columbia,Women,15 years and over,Certificate/Diploma,62.0,4.3,64.7,5
2023,Manitoba,Men,15 years and over,Certificate/Diploma,73.0,3.9,76.0,5
2023,Manitoba,Women,15 years and over,Certificate/Diploma,62.1,3.4,64.3,5
2023,New Brunswick,Men,15 years and over,Certificate/Diploma,66.0,5.5,69.9,5
2023,New Brunswick,Women,15 years and over,Certificate/Diploma,60.0,4.2,62.5,5
2023,Newfoundland and Labrador,Men,15 years and over,Certificate/Diploma,59.6,11.7,67.5,5
2023,Newfoundland and Labrador,Women,15 years and over,Certificate/Diploma,55.3,7.3,59.6,5
2023,Nova Scotia,Men,15 years and over,Certificate/Diploma,63.1,5.8,66.9,5
2023,Nova Scotia,Women,15 years and over,Certificate/Diploma,57.5,4.9,60.5,5
2023,Ontario,Men,15 years and over,Certificate/Diploma,71.2,4.3,74.4,5
2023,Ontario,Women,15 years and over,Certificate/Diploma,62.0,4.7,65.0,5
2023,Prince Edward Island,Men,15 years and over,Certificate/Diploma,71.9,5.7,76.2,5
2023,Prince Edward Island,Women,15 years and over,Certificate/Diploma,61.8,4.6,65.2,5
2023,Quebec,Men,15 years and over,Certificate/Diploma,71.3,4.0,74.2,5
2023,Quebec,Women,15 years and over,Certificate/Diploma,65.5,3.2,67.7,5
2023,Saskatchewan,Men,15 years and over,Certificate/Diploma,74.2,3.6,76.9,5
2023,Saskatchewan,Women,15 years and over,Certificate/Diploma,64.5,3.2,66.7,5
2023,Alberta,Men,15 years and over,University Degree,77.1,4.1,80.4,6
2023,Alberta,Women,15 years and over,University Degree,74.5,4.0,77.6,6
2023,British Columbia,Men,15 years and over,University Degree,75.8,4.4,79.3,6
2023,British Columbia,Women,15 years and over,University Degree,72.4,4.5,75.8,6
2023,Manitoba,Men,15 years and over,University Degree,76.1,3.1,78.5,6
2023,Manitoba,Women,15 years and over,University Degree,76.4,3.2,78.9,6
2023,New Brunswick,Men,15 years and over,University Degree,72.4,5.2,76.1,6
2023,New Brunswick,Women,15 years and over,University Degree,73.0,3.0,75.4,6
2023,Newfoundland and Labrador,Men,15 years and over,University Degree,71.0,3.6,73.7,6
2023,Newfoundland and Labrador,Women,15 years and over,University Degree,72.8,3.2,75.2,6
2023,Nova Scotia,Men,15 years and over,University Degree,71.8,4.9,75.5,6
2023,Nova Scotia,Women,15 years and over,University Degree,72.1,4.2,75.2,6
2023,Ontario,Men,15 years and over,University Degree,76.8,4.3,80.2,6
2023,Ontario,Women,15 years and over,University Degree,72.8,4.6,76.3,6
2023,Prince Edward Island,Men,15 years and over,University Degree,71.3,5.0,75.0,6
2023,Prince Edward Island,Women,15 years and over,University Degree,72.2,3.7,75.0,6
2023,Quebec,Men,15 years and over,University Degree,74.5,3.8,77.4,6
2023,Quebec,Women,15 years and over,University Degree,74.8,3.1,77.3,6
2023,Saskatchewan,Men,15 years and over,University Degree,78.5,3.3,81.2,6
2023,Saskatchewan,Women,15 years and over,University Degree,74.4,3.2,76.9,6
2023,Alberta,Men,15 years and over,High School,77.4,4.0,80.6,3
2023,Alberta,Women,15 years and over,High School,66.0,4.8,69.4,3
2023,British Columbia,Men,15 years and over,High School,71.0,4.2,74.1,3
2023,British Columbia,Women,15 years and over,High School,63.2,4.2,66.0,3
2023,Manitoba,Men,15 years and over,High School,75.9,3.7,78.9,3
2023,Manitoba,Women,15 years and over,High School,64.5,3.5,66.9,3
2023,New Brunswick,Men,15 years and over,High School,70.2,5.3,74.2,3
2023,New Brunswick,Women,15 years and over,High School,62.1,4.2,64.8,3
2023,Newfoundland and Labrador,Men,15 years and over,High School,62.0,11.3,70.0,3
2023,Newfoundland and Labrador,Women,15 years and over,High School,56.0,7.1,60.3,3
2023,Nova Scotia,Men,15 years and over,High School,66.8,5.7,70.8,3
2023,Nova Scotia,Women,15 years and over,High School,59.9,4.9,63.0,3
2023,Ontario,Men,15 years and over,High School,73.0,4.3,76.3,3
2023,Ontario,Women,15 years and over,High School,63.3,4.6,66.3,3
2023,Prince Edward Island,Men,15 years and over,High School,74.3,5.4,78.5,3
2023,Prince Edward Island,Women,15 years and over,High School,64.3,4.7,67.5,3
2023,Quebec,Men,15 years and over,High School,73.0,3.8,75.9,3
2023,Quebec,Women,15 years and over,High School,66.5,3.1,68.6,3
2023,Saskatchewan,Men,15 years and over,High School,77.7,3.3,80.2,3
2023,Saskatchewan,Women,15 years and over,High School,66.2,3.0,68.3,3
2023,Alberta,Women,15 years and over,No High School,41.5,14.0,48.2,2
2023,British Columbia,Men,15 years and over,No High School,43.9,7.1,47.3,2
2023,Manitoba,Men,15 years and over,No High School,45.8,6.6,49.0,2
2023,Newfoundland and Labrador,Men,15 years and over,No High School,36.6,15.0,43.0,2
2023,Nova Scotia,Men,15 years and over,No High School,39.0,7.1,42.5,2
2023,Ontario,Men,15 years and over,No High School,41.7,5.2,44.0,2
2023,Ontario,Women,15 years and over,No High School,33.4,6.8,35.8,2
2023,Quebec,Men,15 years and over,No High School,58.7,5.6,62.3,2
2023,Quebec,Women,15 years and over,No High School,53.4,4.5,55.9,2
2023,Saskatchewan,Men,15 years and over,No High School,43.9,9.0,48.2,2
2024,Alberta,Men,15 years and over,Postgraduate,77.4,4.0,80.6,7
2024,Alberta,Women,15 years and over,Postgraduate,73.7,6.1,78.5,7
2024,British Columbia,Men,15 years and over,Postgraduate,75.0,3.4,77.6,7
2024,British Columbia,Women,15 years and over,Postgraduate,73.1,4.7,76.7,7
2024,Manitoba,Men,15 years and over,Postgraduate,74.6,4.8,78.4,7
2024,Manitoba,Women,15 years and over,Postgraduate,78.0,3.9,81.2,7
2024,New Brunswick,Men,15 years and over,Postgraduate,68.6,4.8,72.1,7
2024,New Brunswick,Women,15 years and over,Postgraduate,74.0,4.6,77.6,7
2024,Newfoundland and Labrador,Men,15 years and over,Postgraduate,72.4,3.7,75.1,7
2024,Nova Scotia,Men,15 years and over,Postgraduate,69.8,4.5,73.1,7
2024,Nova Scotia,Women,15 years and over,Postgraduate,70.7,5.3,74.7,7
2024,Ontario,Men,15 years and over,Postgraduate,76.7,4.7,80.4,7
2024,Ontario,Women,15 years and over,Postgraduate,74.2,5.7,78.7,7
2024,Prince Edward Island,Men,15 years and over,Postgraduate,69.2,5.3,73.1,7
2024,Quebec,Men,15 years and over,Postgraduate,75.6,3.9,78.7,7
2024,Quebec,Women,15 years and over,Postgraduate,75.3,4.7,79.0,7
2024,Saskatchewan,Men,15 years and over,Postgraduate,80.0,4.1,83.4,7
2024,Saskatchewan,Women,15 years and over,Postgraduate,76.5,5.8,81.2,7
2024,Alberta,Men,15 years and over,Post-Secondary,65.6,9.4,72.4,4
2024,Alberta,Women,15 years and over,Post-Secondary,62.2,7.5,67.3,4
2024,British Columbia,Men,15 years and over,Post-Secondary,62.0,7.4,67.0,4
2024,British Columbia,Women,15 years and over,Post-Secondary,57.5,7.0,61.8,4
2024,Manitoba,Men,15 years and over,Post-Secondary,65.8,5.8,69.9,4
2024,Manitoba,Women,15 years and over,Post-Secondary,66.9,5.5,70.7,4
2024,New Brunswick,Men,15 years and over,Post-Secondary,55.6,11.8,63.0,4
2024,New Brunswick,Women,15 years and over,Post-Secondary,56.9,8.6,62.3,4
2024,Newfoundland and Labrador,Men,15 years and over,Post-Secondary,57.0,11.8,64.6,4
2024,Nova Scotia,Men,15 years and over,Post-Secondary,61.8,7.9,67.1,4
2024,Nova Scotia,Women,15 years and over,Post-Secondary,51.2,10.7,57.9,4
2024,Ontario,Men,15 years and over,Post-Secondary,56.2,11.5,63.5,4
2024,Ontario,Women,15 years and over,Post-Secondary,54.2,9.8,60.1,4
2024,Prince Edward Island,Men,15 years and over,Post-Secondary,61.8,8.7,67.6,4
2024,Prince Edward Island,Women,15 years and over,Post-Secondary,48.8,12.5,55.8,4
2024,Quebec,Men,15 years and over,Post-Secondary,65.7,7.3,70.9,4
2024,Quebec,Women,15 years and over,Post-Secondary,62.3,6.1,66.3,4
2024,Saskatchewan,Men,15 years and over,Post-Secondary,67.4,7.6,72.6,4
2024,Saskatchewan,Women,15 years and over,Post-Secondary,63.7,5.7,67.6,4
2024,Alberta,Men,15 years and over,No Credential,41.4,13.9,48.1,1
2024,Alberta,Women,15 years and over,No Credential,26.1,19.6,32.5,1
2024,British Columbia,Men,15 years and over,No Credential,35.7,12.3,40.7,1
2024,British Columbia,Women,15 years and over,No Credential,24.4,14.4,28.5,1
2024,Manitoba,Men,15 years and over,No Credential,40.2,11.1,45.2,1
2024,Manitoba,Women,15 years and over,No Credential,23.9,16.1,28.5,1
2024,New Brunswick,Men,15 years and over,No Credential,29.2,17.1,35.2,1
2024,New Brunswick,Women,15 years and over,No Credential,21.9,16.3,26.2,1
2024,Newfoundland and Labrador,Men,15 years and over,No Credential,24.5,23.2,31.9,1
2024,Newfoundland and Labrador,Women,15 years and over,No Credential,18.0,18.2,21.9,1
2024,Nova Scotia,Men,15 years and over,No Credential,34.0,13.9,39.4,1
2024,Nova Scotia,Women,15 years and over,No Credential,23.4,13.7,27.1,1
2024,Ontario,Men,15 years and over,No Credential,33.9,15.2,40.0,1
2024,Ontario,Women,15 years and over,No Credential,24.3,14.9,28.6,1
2024,Prince Edward Island,Men,15 years and over,No Credential,42.9,16.7,50.4,1
2024,Prince Edward Island,Women,15 years and over,No Credential,25.8,16.7,30.9,1
2024,Quebec,Men,15 years and over,No Credential,43.2,10.1,48.1,1
2024,Quebec,Women,15 years and over,No Credential,27.8,11.4,31.4,1
2024,Saskatchewan,Men,15 years and over,No Credential,38.0,12.5,43.5,1
2024,Saskatchewan,Women,15 years and over,No Credential,28.0,13.7,32.5,1
2024,Alberta,Men,15 years and over,Certificate/Diploma,74.5,4.7,78.1,5
2024,Alberta,Women,15 years and over,Certificate/Diploma,64.8,5.5,68.6,5
2024,British Columbia,Men,15 years and over,Certificate/Diploma,68.6,4.4,71.8,5
2024,British Columbia,Women,15 years and over,Certificate/Diploma,60.3,4.6,63.2,5
2024,Manitoba,Men,15 years and over,Certificate/Diploma,72.9,4.3,76.2,5
2024,Manitoba,Women,15 years and over,Certificate/Diploma,62.0,3.7,64.4,5
2024,New Brunswick,Men,15 years and over,Certificate/Diploma,64.2,6.6,68.7,5
2024,New Brunswick,Women,15 years and over,Certificate/Diploma,60.5,3.9,63.0,5
2024,Newfoundland and Labrador,Men,15 years and over,Certificate/Diploma,59.3,12.1,67.4,5
2024,Newfoundland and Labrador,Women,15 years and over,Certificate/Diploma,57.0,6.7,61.1,5
2024,Nova Scotia,Men,15 years and over,Certificate/Diploma,63.5,6.1,67.6,5
2024,Nova Scotia,Women,15 years and over,Certificate/Diploma,57.5,4.2,60.0,5
2024,Ontario,Men,15 years and over,Certificate/Diploma,70.0,5.8,74.3,5
2024,Ontario,Women,15 years and over,Certificate/Diploma,61.7,5.0,64.9,5
2024,Prince Edward Island,Men,15 years and over,Certificate/Diploma,73.3,6.8,79.0,5
2024,Prince Edward Island,Women,15 years and over,Certificate/Diploma,62.1,5.4,65.6,5
2024,Quebec,Men,15 years and over,Certificate/Diploma,69.9,4.6,73.2,5
2024,Quebec,Women,15 years and over,Certificate/Diploma,64.7,3.9,67.3,5
2024,Saskatchewan,Men,15 years and over,Certificate/Diploma,74.7,4.0,77.8,5
2024,Saskatchewan,Women,15 years and over,Certificate/Diploma,62.0,4.0,64.6,5
2024,Alberta,Men,15 years and over,University Degree,78.1,5.0,82.1,6
2024,Alberta,Women,15 years and over,University Degree,73.0,5.6,77.3,6
2024,British Columbia,Men,15 years and over,University Degree,75.7,4.2,79.0,6
2024,British Columbia,Women,15 years and over,University Degree,70.7,4.5,74.1,6
2024,Manitoba,Men,15 years and over,University Degree,77.0,4.0,80.2,6
2024,Manitoba,Women,15 years and over,University Degree,75.6,3.7,78.5,6
2024,New Brunswick,Men,15 years and over,University Degree,71.4,5.0,75.3,6
2024,New Brunswick,Women,15 years and over,University Degree,72.2,4.0,75.2,6
2024,Newfoundland and Labrador,Men,15 years and over,University Degree,70.6,5.1,74.4,6
2024,Newfoundland and Labrador,Women,15 years and over,University Degree,72.9,4.1,76.1,6
2024,Nova Scotia,Men,15 years and over,University Degree,71.2,5.4,75.4,6
2024,Nova Scotia,Women,15 years and over,University Degree,71.5,4.4,74.7,6
2024,Ontario,Men,15 years and over,University Degree,76.7,5.3,81.0,6
2024,Ontario,Women,15 years and over,University Degree,71.5,5.6,75.7,6
2024,Prince Edward Island,Men,15 years and over,University Degree,72.3,5.0,76.1,6
2024,Prince Edward Island,Women,15 years and over,University Degree,71.7,3.9,74.6,6
2024,Quebec,Men,15 years and over,University Degree,74.6,4.5,78.1,6
2024,Quebec,Women,15 years and over,University Degree,73.1,4.3,76.4,6
2024,Saskatchewan,Men,15 years and over,University Degree,79.4,3.9,82.6,6
2024,Saskatchewan,Women,15 years and over,University Degree,76.0,4.4,79.4,6
2024,Alberta,Men,15 years and over,High School,76.0,4.7,79.7,3
2024,Alberta,Women,15 years and over,High School,66.2,5.4,70.0,3
2024,British Columbia,Men,15 years and over,High School,70.6,4.4,73.8,3
2024,British Columbia,Women,15 years and over,High School,61.5,4.5,64.4,3
2024,Manitoba,Men,15 years and over,High School,76.0,4.3,79.5,3
2024,Manitoba,Women,15 years and over,High School,64.4,3.6,66.8,3
2024,New Brunswick,Men,15 years and over,High School,67.0,6.5,71.7,3
2024,New Brunswick,Women,15 years and over,High School,62.5,4.0,65.0,3
2024,Newfoundland and Labrador,Men,15 years and over,High School,61.2,11.8,69.4,3
2024,Newfoundland and Labrador,Women,15 years and over,High School,58.0,6.7,62.1,3
2024,Nova Scotia,Men,15 years and over,High School,67.5,5.9,71.8,3
2024,Nova Scotia,Women,15 years and over,High School,59.5,4.2,62.1,3
2024,Ontario,Men,15 years and over,High School,71.8,5.7,76.2,3
2024,Ontario,Women,15 years and over,High School,63.0,5.0,66.3,3
2024,Prince Edward Island,Men,15 years and over,High School,75.9,6.5,81.6,3
2024,Prince Edward Island,Women,15 years and over,High School,63.5,5.0,66.8,3
2024,Quebec,Men,15 years and over,High School,71.7,4.4,75.0,3
2024,Quebec,Women,15 years and over,High School,65.9,3.7,68.4,3
2024,Saskatchewan,Men,15 years and over,High School,77.3,3.7,80.2,3
2024,Saskatchewan,Women,15 years and over,High School,63.8,3.9,66.4,3
2024,Alberta,Men,15 years and over,No High School,57.6,5.1,60.9,2
2024,British Columbia,Men,15 years and over,No High School,48.3,5.8,51.5,2
2024,Newfoundland and Labrador,Men,15 years and over,No High School,38.0,16.7,45.6,2
2024,Nova Scotia,Men,15 years and over,No High School,34.1,9.0,37.4,2
2024,Ontario,Men,15 years and over,No High School,38.0,8.2,41.4,2
2024,Ontario,Women,15 years and over,No High School,29.4,6.3,31.4,2
2024,Quebec,Men,15 years and over,No High School,56.0,6.7,60.0,2
2024,Quebec,Women,15 years and over,No High School,48.3,6.6,51.8,2
2024,Saskatchewan,Men,15 years and over,No High School,50.0,8.0,54.3,2
